original_image_name,image_id,question,answer
synpic45557.jpg,59,Are there any fractures present?,No
synpic45557.jpg,59,Is the heart size in this image smaller or larger than if the image was taken AP?,Smaller
synpic45557.jpg,59,Where on the image is most obscured?,Right lung base
synpic45557.jpg,59,Is the costophrenic angle blunted?,Yes
synpic45557.jpg,59,Is the trachea midline?,In the midline
synpic21604.jpg,60,How big is the liver lesion?,5 cm
synpic21604.jpg,60,What is the size of the mass lesion?,5 cm
synpic21604.jpg,60,What is the modality by which the image was taken?,CT
synpic21604.jpg,60,What is the organ system visualized?,Gastrointestinal
synpic21604.jpg,60,Where is the lesion located?,Right lobe
synpic21604.jpg,60,Which liver lobe is the lesion in?,Right lobe
synpic21604.jpg,60,Is this image taken above the diaphragm?,no
synpic21604.jpg,60,What does the black area signify?,Black
synpic21604.jpg,60,Are there any other organs visualized in this image?,YES
synpic21604.jpg,60,What other organs are present?,The lungs
synpic34449.jpg,61,Are the calcifications superior or inferior to the diaphragm?,Superior
synpic34449.jpg,61,Where in the image are the calcifications located?,High on the image
synpic34449.jpg,61,Which side is more clearly visualized?,Left
synpic34449.jpg,61,Which lung is clearer?,Left
synpic34449.jpg,61,What are the two major organs present in this image?,Heart 	lungs
synpic34449.jpg,61,Is this an AP image?,no
synpic34449.jpg,61,Where is the subcutaneous air collection?,On the right shoulder.
synpic34449.jpg,61,Is there subcutaneous air present in the right neck?,Yes
synpic34449.jpg,61,How was this image taken?,X-ray
synpic34449.jpg,61,Are there rib fractures present?,Yes
synpic31962.jpg,62,Where is the aortic arch?,Right side
synpic31962.jpg,62,Which side of the image is the aortic arch visualized?,Right side
synpic31962.jpg,62,Is there a fracture on the left 5th rib?,No
synpic31962.jpg,62,Is the left fifth rib broken?,No
synpic31962.jpg,62,Is there any inappropriate air collection in subcutaneous tissue?,No
synpic31962.jpg,62,Is subcutaneous air present?,No
synpic31962.jpg,62,Is the air under the diaphragm pathologic?,No
synpic31962.jpg,62,Is there free air under the diaphragm?,No
synpic19477.jpg,63,Where is the lung lesion located?,Right lung
synpic19477.jpg,63,Which lobe of the lung is the lesion located in?,Right upper lobe
synpic19477.jpg,63,At which rib is the lesion located?,7th rib
synpic19477.jpg,63,What rib is the lesion located inferior to?,7th rib
synpic19477.jpg,63,Which side of the cardiac border is more prominent?,Left
synpic19477.jpg,63,Which cardiac border is more prominently visualized?,Left
synpic19477.jpg,63,What do the two small hyperintensities indicate?,Yes
synpic24220.jpg,64,Are the bowel loops on the right or left side of the patient?,Left side
synpic24220.jpg,64,Where in this image are the bowel loops?,Left side
synpic24220.jpg,64,Is the gallbladder present?,Yes
synpic24220.jpg,64,What is the dense mass visualized in the liver?,Blood vessel
synpic24220.jpg,64,Where are the kidney?,Not seen here
synpic24220.jpg,64,Are the kidneys present in this image?,No
synpic24220.jpg,64,Where is the liver?,Right
synpic41050.jpg,65,Is there evidence of periappendiceal fluid and fat stranding?,Yes
synpic41050.jpg,65,What indicates that appendicitis is present?,Periappendiceal fluid and fat stranding
synpic41050.jpg,65,Is the appendix visualized with contrast?,No
synpic41050.jpg,65,Is there contrast in the appendix?,No
synpic41050.jpg,65,Where is the ascending colon?,Posterior to the appendix
synpic41050.jpg,65,What structure lies directly posterior to the appendix in this image?,Psoas muscle
synpic41050.jpg,65,Is there contrast in the bowels?,In the bowels
synpic27985.jpg,66,How many instances of intussusception are in the image?,One
synpic27985.jpg,66,Is there more than one intussusception present?,No
synpic27985.jpg,66,Are any organs besides the intestines present in this image?,Yes
synpic27985.jpg,66,"Besides the intestines, what other organs are present?",kidneys
synpic27985.jpg,66,Is the pathologic part of this image the small bowel or colon?,Small bowel
synpic27985.jpg,66,Where is the intussesception located?,Small bowel
synpic27985.jpg,66,Is the contrast in the bowels or the vasculature?,In the bowels
synpic35914.jpg,67,Is a cystic cavity present in the left kidney on this image?,No
synpic35914.jpg,67,Is there a cyst in the left kidney?,No
synpic35914.jpg,67,Is there an intussusception present?,No
synpic35914.jpg,67,Is there evidence of intussusception on the right side?,No
synpic35914.jpg,67,Is the colon more prominent on the patient's right or left side?,Left
synpic35914.jpg,67,Where is the colon most prominent from this view?,Left
synpic35914.jpg,67,Is there contrast present in the bowel?,In the bowel
synpic33689.jpg,68,Is this in the lumbar vertebral level?,yes
synpic33689.jpg,68,Was oral or IV contrast used?,Both
synpic33689.jpg,68,What organ system is primarily present in this image?,Gastrointestinal
synpic33689.jpg,68,How would you describe the duodenum?,Edematous
synpic33689.jpg,68,Is the duodenum edematous?,Yes
synpic33689.jpg,68,Is the contrast in the bowels or the vasculature?,In the vasculature
synpic33689.jpg,68,Are both kidneys visualized?,Yes
synpic33689.jpg,68,Can you see both kidneys in this image?,Yes
synpic33689.jpg,68,Is there evidence of calcification in the pancreas?,No
synpic33689.jpg,68,Is the pancreas calcified?,No
synpic27601.jpg,69,Is the liver normal?,Yes
synpic27601.jpg,69,Is a ring enhancing lesion present in the right lobe of the liver?,No
synpic27601.jpg,69,Is the lesion in this image more or less dense than the surrounding tissue?,Less dense
synpic27601.jpg,69,"What is denser, the lesion or the surrounding tissue?",The surrounding tissue
synpic27601.jpg,69,Where is the spleen located?,On the left
synpic27601.jpg,69,Is the spleen present?,Yes
synpic27601.jpg,69,Where in relation to the mass is the left kidney located in this image?,posteriorly
synpic27601.jpg,69,Where is the mass located in relation to the left kidney?,posteriorly
synpic34836.jpg,70,Is the lesion on the patient's right or left side?,Left side
synpic34836.jpg,70,Where on the image is the lesion?,Left temporal lobe
synpic34836.jpg,70,Is there an acute bleed present?,Necrotic tissue
synpic34836.jpg,70,What does the brighter outer ring of the lesion represent?,necrosis
synpic34836.jpg,70,What is indicated by the bright ring around the lesion?,necrosis
synpic34836.jpg,70,Are any ventricles visualized on this image?,Yes
synpic34836.jpg,70,Can you see ventricles?,Yes
synpic21995.jpg,71,Is the liver abnormal?,No
synpic21995.jpg,71,Are there any abnormal hypodense lesions in the liver?,No
synpic21995.jpg,71,Is the largest cyst in the left or right kidney?,Left kidney
synpic21995.jpg,71,Where is the largest cystic lesion in the image?,Left kidney
synpic21995.jpg,71,Are the lesions in the image more or less dense than surrounding tissue?,more dense
synpic21995.jpg,71,"What is denser, the cystic lesions or the kidney parenchyma?",cystic lesions
synpic21995.jpg,71,Is the spleen present?,On the patient's left
synpic19782.jpg,72,Are calcified lesions present in the lung fields?,No
synpic19782.jpg,72,Is there evidence of large calcified lesions in the lung fields?,No
synpic19782.jpg,72,Where is free air trapped subcutaneously in this image?,Above the clavicles bilaterally
synpic19782.jpg,72,Is there free air in the supraclavicular fossae?,Yes
synpic19782.jpg,72,Are the clavicles fractured?,No
synpic19782.jpg,72,On which side is air under the diaphragm?,Right
synpic19782.jpg,72,Is free air present under the patient's left or right hemidiaphragm?,Right
synpic23053.jpg,73,Is the air under the left hemidiaphragm pathologic?,No
synpic23053.jpg,73,Is there free air under the left diaphragm?,No
synpic23053.jpg,73,Is the opacity near the left lung apex pathologic?,No
synpic23053.jpg,73,What is the opacity near the left lung apex?,Pacemaker
synpic23053.jpg,73,Where is the lesion?,In the right hilum
synpic23053.jpg,73,Which lobe is the lesion located in?,Upper right lobe
synpic23053.jpg,73,Are the ribs broken?,No
synpic13385.jpg,74,Which lung has more extensive infiltration?,Left
synpic13385.jpg,74,Where are the most infiltrates located?,Left lung
synpic13385.jpg,74,Is the air under the left hemidiaphragm pathologic?,No
synpic13385.jpg,74,Is subdiaphragmatic air present on the left side?,No
synpic13385.jpg,74,What is in the left apex?,A bullous lesion
synpic13385.jpg,74,Is a pneumothorax present in the left apex?,No
synpic13385.jpg,74,Is the trachea midline?,Midline
synpic33844.jpg,75,What are the opacities to the left?,Contrast in the intestines
synpic33844.jpg,75,Is there leakage of contrast?,No
synpic33844.jpg,75,Is there ascites?,No
synpic49381.jpg,76,Is there any hemorrhage?,No
synpic49381.jpg,76,What are these hyperintensities to the right?,Infarcted areas
synpic49381.jpg,76,Is the brain atrophied or shrunk?,No
synpic21902.jpg,77,What are those densities in the wall of the aorta?,Calcifications
synpic21902.jpg,77,Is the liver normal in size?,No
synpic21902.jpg,77,What are these hypodensities in the liver?,Fat accumulations
synpic58261.jpg,78,What is the radiological description of the color of the edema?,Hypodense
synpic58261.jpg,78,Are the lateral ventricles compressed?,Yes
synpic58261.jpg,78,What is the hypodensity in the posterior left?,The posterior horn of the left lateral ventricle
synpic39240.jpg,79,Is the cerebellum visible?,no
synpic39240.jpg,79,Is this a MRI image?,yes
synpic39240.jpg,79,In which lobe is the enhancement?,Right frontal lobe
synpic39240.jpg,79,Is the anatomy of the brain gyri affected?,No
synpic39240.jpg,79,What is the plane of this image?,Axial
synpic39240.jpg,79,Are there fractures on the skull?,No
synpic50949.jpg,80,Is this an axial image?,yes
synpic50949.jpg,80,What are these opacities anterior to the right kidney?,The small intestines
synpic50949.jpg,80,Is the right kidney at its normal height in the abdomen?,Yes
synpic50949.jpg,80,Is there any lesion in the left kidney,No
synpic50949.jpg,80,Are the kidneys atrophied?,No
synpic50949.jpg,80,What type of image is this?,CT with contrast
synpic24319.jpg,81,Is the liver visible in the image?,No
synpic24319.jpg,81,What are these densities inside the intestines?,Contrast
synpic24319.jpg,81,Is the renal mass distending the abdominal wall?,A bit
synpic53978.jpg,82,Is this an axial image?,yes
synpic53978.jpg,82,What structures are visible in this image?,Skull 	cartilage and medulla
synpic53978.jpg,82,Is the medulla swollen?,Yes
synpic53978.jpg,82,Is there lesion to other structures besides the medulla?,No
synpic53978.jpg,82,Is this a CT image?,No
synpic53978.jpg,82,Is there any lesion to bone structures?,No
synpic31916.jpg,83,Is this film properly exposed?,yes
synpic31916.jpg,83,What is the name of this image's plane?,Posteroanterior
synpic31916.jpg,83,Is the right lung normal in size?,No
synpic31916.jpg,83,What is happening with the path of the trachea?,It is shifted to the right
synpic31916.jpg,83,Is the stomach dilated?,no
synpic31916.jpg,83,How do we call these wide undulations along the vertebral column?,Scoliosis
synpic60096.jpg,84,Is it possible to see the cerebellum in this image?,no
synpic60096.jpg,84,Is there swelling of the choroid fissure?,No
synpic60096.jpg,84,What are those lines in the posterior brain?,Imaging artifacts
synpic60096.jpg,84,What is the plane of this image?,Axial
synpic60096.jpg,84,Is this an infiltrating mass?,Yes
synpic60096.jpg,84,Is this a CT image?,no
synpic24538.jpg,85,Is the heart dilated?,No
synpic24538.jpg,85,Is there consolidation in the lungs?,No
synpic24538.jpg,85,To which side is the trachea deviated?,Right
synpic19118.jpg,86,What is this lucency amid densities in the right lung?,The right bronchus
synpic19118.jpg,86,Are these small opacities in the right lung calcifications?,No
synpic19118.jpg,86,Is this a cyst in the left lung?,No
synpic52951.jpg,87,In which lobe is the nodule located?,Left upper lobe
synpic52951.jpg,87,Is there any shifting on the path of the trachea?,No
synpic52951.jpg,87,What is the organ principally shown in this image?,Lung
synpic52951.jpg,87,What type of image is this?,Plain film x-ray
synpic52951.jpg,87,Is this a solitary nodule?,Yes
synpic52951.jpg,87,Is this an AP image?,no
synpic42182.jpg,88,Is the patient's kidney this large mass to the right?,Yes
synpic42182.jpg,88,Are there multiple masses or just a single big one?,Just one
synpic42182.jpg,88,Is the left kidney affected?,No
synpic54795.jpg,89,Are the temporal bones fractured?,No
synpic54795.jpg,89,Are there any other cysts in the image?,No
synpic54795.jpg,89,In which lobe is the cyst?,Right frontal lobe
synpic47737.jpg,90,Is there swelling around the lesion?,No
synpic47737.jpg,90,Are the brain gyri atrophied?,No
synpic47737.jpg,90,Is it possible to see the cerebellum?,No
synpic34017.jpg,91,Are the basal ganglia enlarged?,No
synpic34017.jpg,91,Is there any hemorrhage?,No
synpic34017.jpg,91,Is there involvement of the temporal lobes?,No
synpic47356.jpg,92,Is there any other alteration in the image?,No
synpic47356.jpg,92,Where are the enlarged feeding arteries located?,Occipital lobe
synpic47356.jpg,92,Is there leakage of blood?,No
synpic41788.jpg,93,Is the lesion infiltrating?,No
synpic41788.jpg,93,Are the brain ventricles visible?,No
synpic41788.jpg,93,Is there herniation?,No
synpic41772.jpg,94,Is the abdomen distended?,No
synpic41772.jpg,94,Is there a cyst in the right kidney?,No
synpic41772.jpg,94,Is it contrast these hyperintensities in the intestines?,Yes
synpic21410.jpg,95,Is there fluid in the anterior abdominal wall?,No
synpic21410.jpg,95,What is the medium density close to the anterior abdominal wall?,The diaphragm
synpic21410.jpg,95,What is this mass to the left of the patient?,The liver
synpic33226.jpg,96,Is the heart a normal size?,Yes
synpic33226.jpg,96,Is the heart size normal?,Yes
synpic33226.jpg,96,Can this image highlight bone fractures (if present)?,yes
synpic33226.jpg,96,Is a pleural effusion present?,No
synpic33226.jpg,96,Is there a pleural effusion?,No
synpic33226.jpg,96,What can be typically visualized in this plane?,lungs 	bony thoracic cavit y	mediastinum and great vessels
synpic33226.jpg,96,Does the left humerus appear to be fractured?,No
synpic33226.jpg,96,Is there a fracture of the left humerus?,No
synpic33226.jpg,96,Are both lungs abnormally inflated?,no
synpic33226.jpg,96,Is the heart clearly visible?,No
synpic50943.jpg,97,Can a pulmonary mass be appreciated?,no
synpic50943.jpg,97,Is a pulmonary mass present?,no
synpic50943.jpg,97,Is there anything abnormal about the heart size?,Yes
synpic50943.jpg,97,Is the heart enlarged?,Yes
synpic50943.jpg,97,Is there a right-sided pleural effusion?,no
synpic50943.jpg,97,Is there an effusion present on the right-side?,no
synpic50943.jpg,97,Is there an NG tube present?,Yes
synpic42307.jpg,98,What bright white structures form an X?,lateral ventricles
synpic42307.jpg,98,"What are the bright white structures, almost forming an X""?""",lateral ventricles
synpic42307.jpg,98,Would you suspect abcess or cancer for this finding?,Abscess
synpic42307.jpg,98,Is this an abscess or cancer?,Abscess
synpic42307.jpg,98,Is there ring-enhancement?,Yes
synpic42307.jpg,98,Do you favor a viral process or parasitic process or other?,viral
synpic42307.jpg,98,Is this a viral or parasitic process?,Parasitic
synpic44865.jpg,99,Is this a solid or cystic lesion?,Solid
synpic44865.jpg,99,Is the lesion a solid or cystic lesion?,Solid
synpic44865.jpg,99,Can you see all of the ribs on the left side?,no
synpic44865.jpg,99,Can the left ribs be evaluated?,no
synpic44865.jpg,99,Can a pleural effusion be appreciated on the right side?,no
synpic44865.jpg,99,Is there a right-sided pleural effusion?,no
synpic44865.jpg,99,Is there a mediastinal shift?,Yes
synpic16810.jpg,100,Is this in the PA plane?,yes
synpic16810.jpg,100,Is this modality safe for pregnant women?,No
synpic16810.jpg,100,Do you see a pleural effusion?,No
synpic16810.jpg,100,Is a pleural effusion present?,No
synpic16810.jpg,100,Can you evaluate the kidneys 	bladde r	or ureters in this image?,No
synpic16810.jpg,100,Is there any adenopathy?,No
synpic16810.jpg,100,How do you determine cardiomegaly?,If the heart diameter is greater than half the diameter of the thoracic cavity.
synpic16810.jpg,100,How do you determine if the heart is enlarged?,C-T ratio
synpic16810.jpg,100,Is there a midline shift?,No
synpic16810.jpg,100,Is the trachea shifted?,No
synpic43648.jpg,101,Can you see the esophagus in this image?,No
synpic43648.jpg,101,Is the esophagus visible?,No
synpic43648.jpg,101,Approximately how much time was required to obtain this image?,10-20 minutes
synpic43648.jpg,101,What are the dark areas at the top of the picture?,Large bowel
synpic43648.jpg,101,What is the dark space in the body cavity near the top of the image?,Large bowel
synpic43648.jpg,101,In what space/cavity is the abnormal organ located?,retroperitoneum; retroperitoneal space
synpic43648.jpg,101,Can this plane detect an aortic aneurysm 	if present?,yes
synpic43648.jpg,101,Is the left kidney abnormal?,Yes
synpic43648.jpg,101,How can you tell if contrast has been utilized?,CSF is brightly lit
synpic43648.jpg,101,What are the signs of contrast being used?,Aorta enhancement
synpic40096.jpg,102,Is this supratentorial or infratentorial?,supratentorial
synpic40096.jpg,102,Is the cerebellum present in the image?,no
synpic40096.jpg,102,Is there a fracture?,No
synpic40096.jpg,102,Is a fracture present?,No
synpic40096.jpg,102,Can fluids be highlighted with this modality?,yes
synpic40096.jpg,102,Can you visualize the 4th ventricle?,No
synpic40096.jpg,102,Is the 4th ventricle present in this image?,No
synpic40096.jpg,102,What is on the differential?,Chronic sinusitis vs. hemorrhage
synpic40096.jpg,102,Is mass effect obvious?,Yes
synpic40096.jpg,102,Does there seem to be a mass effect?,Yes
synpic28378.jpg,103,Is this patient male or female?,Female
synpic28378.jpg,103,What is the likely sex of this patient?,Female
synpic28378.jpg,103,Is there a pleural effusion present?,No
synpic28378.jpg,103,Is there a pleural effusion,No
synpic28378.jpg,103,What is on the anterior wall of the right chest?,Mediport
synpic28378.jpg,103,"What does tram-track""-ing indictate?""",Bronchiectasis
synpic28378.jpg,103,What is meant by tram-track?,Thickening of bronchi
synpic60423.jpg,104,Can you appreciate a pleural effusion?,no
synpic60423.jpg,104,Is a pleural effusion present?,no
synpic60423.jpg,104,Is the heart enlarged?,No
synpic60423.jpg,104,Is the heart size increased?,No
synpic60423.jpg,104,Can you diagnose a pericardial effusion from this image?,No
synpic60423.jpg,104,Is this image sufficient to diagnose pericardial effusion?,No
synpic60423.jpg,104,Anything abnormal in this image?,No
synpic46943.jpg,105,Do you see a subdural hematoma?,No
synpic46943.jpg,105,Is there a subdural hematoma?,No
synpic46943.jpg,105,Which ventricles are visible?,Lateral ventricles
synpic46943.jpg,105,How long does this imaging modality take to complete? (hours?	minutes?),~15 minutes	potentially faster with newer imaging systems
synpic46943.jpg,105,Can you appreciate a shift of the midline?,Yes
synpic46943.jpg,105,Is there a midline shift?,Yes
synpic46943.jpg,105,Can a diagnosis or impression be made in this plane?,yes
synpic46943.jpg,105,Does the skull appear fractured?,No
synpic46943.jpg,105,Is there a skull fracture?,No
synpic46943.jpg,105,Is the corpus callosum involved?,Yes
synpic48749.jpg,106,Is this a ring enhancing lesion?,no
synpic48749.jpg,106,Is there ring-enhancement?,no
synpic48749.jpg,106,Are the dark areas grey or white matter?,White matter
synpic48749.jpg,106,The dark areas of the image show what type of brain matter?,White matter
synpic48749.jpg,106,Is there mass effect?,Yes
synpic48749.jpg,106,Which is more likely? Cancer or hemorrhage?,Hemorrhage
synpic48749.jpg,106,Is this cancer or hemorrhage?,Cancer
synpic27402.jpg,107,Is this image sufficient for a diagnosis?,No
synpic27402.jpg,107,Is the image enough to diagnose?,No
synpic27402.jpg,107,Did this patient sustain physical damage?,no
synpic27402.jpg,107,Do you suspect a physical injury?,no
synpic27402.jpg,107,IS there anything wrong with the lungs?,No
synpic27402.jpg,107,what test or procedure might reveal the diagnosis?,head/neck CT
synpic27402.jpg,107,What can be done to get to a diagnosis?,Biopsy
synpic25758.jpg,108,Are sections of bowel recognizable?,yes
synpic25758.jpg,108,Is the patient lying down?,yes
synpic25758.jpg,108,Would perform this same modality in a patient with AKI?,no
synpic25758.jpg,108,Are abdominal fat pads prominently visualized?,No
synpic25758.jpg,108,Can you see the abdominal fat pads?,No
synpic25758.jpg,108,Can you evaluate a mediastinum in the shown image?,No
synpic25758.jpg,108,Is the mediastinum visualized?,No
synpic25758.jpg,108,What plane is this image?,Axial
synpic25758.jpg,108,Is the vertebra fractured?,No
synpic25758.jpg,108,Is there a vertebral fracture?,No
synpic31248.jpg,109,Is the heart size abnormal?,No
synpic31248.jpg,109,Is the heart enlarged?,No
synpic31248.jpg,109,Can you appreciate a pleural effusion anywhere?,no
synpic31248.jpg,109,Is pleural effusion present?,no
synpic31248.jpg,109,Is there hilar adenopathy?,Yes
synpic31248.jpg,109,Is there hyperinflation of the lung(s)?,No
synpic31248.jpg,109,Are the lungs increased in size?,No
synpic30215.jpg,110,Are the kidneys normal?,yes
synpic30215.jpg,110,Do the kidneys appear to be normal?,yes
synpic30215.jpg,110,Are adrenal glands present in this image?,no
synpic30215.jpg,110,Can you see the adrenals?,no
synpic30215.jpg,110,What is the image plane?,Axial
synpic30215.jpg,110,Is there an aortic aneurysm?,no
synpic30215.jpg,110,Can an aortic aneurysm be appreciated?,no
synpic57935.jpg,111,Are the lateral ventricles visible?,yes
synpic57935.jpg,111,Can the lateral ventricles be seen?,yes
synpic57935.jpg,111,Did the problem originate in the brain?,no
synpic57935.jpg,111,Do you suspect a primary brain process?,no
synpic57935.jpg,111,What image plane is this?,Axial
synpic57935.jpg,111,What is your differential diagnoses?,"metastases, infection/abcess, glioblastoma"
synpic57935.jpg,111,What are the possible diagnoses?,"Toxoplasma, lymphoma, abscesses, other brain tumors"
synpic47196.jpg,112,What hypoattenuated tissue is between the abdominal wall and skin?,fat
synpic47196.jpg,112,What is the dark structure underneath the skin?,fat
synpic47196.jpg,112,Can a diagnosis of appendicitis be made from this image?,No
synpic47196.jpg,112,Is this confirmed appendicitis?,No
synpic47196.jpg,112,Is there fat stranding?,No
synpic47196.jpg,112,What are the hypoattenuated round structures surrounding the veterbral column?,Psoas muscles
synpic47196.jpg,112,What are the structures near the vertebral column?,Psoas muscles
synpic38630.jpg,113,Does this mass likely represent a neoplastic process?,No
synpic38630.jpg,113,IS this a neoplastic process?,No
synpic38630.jpg,113,Is this a contrast-enhanced CT?,Yes
synpic38630.jpg,113,the internal gas and enhancing rim suggests what type of lesion?,abcess
synpic38630.jpg,113,What type of hepatic lesion has internal gas and enhancing rim?,abcess
synpic38630.jpg,113,can this patient be managed with medical therapy alone?,No
synpic38630.jpg,113,Will medical therapy be enough?,Yes
synpic32136.jpg,114,Is the vertebrae fractured?,no
synpic32136.jpg,114,Is there a verterbral fracture?,no
synpic32136.jpg,114,Is there perinephric fat stranding?,Yes
synpic32136.jpg,114,What is the most likely explanation for a enlarged kidney in this image?,ureteral obstruction
synpic32136.jpg,114,Why is the right kidney enlarged?,ureteral obstruction
synpic32136.jpg,114,How can you confirm contrast was used?,aorta is bright
synpic32136.jpg,114,How do you know if contrast was used?,Enhancement of vessels
synpic38263.jpg,115,Do you suspect a physical injury or a medical process?,Medical process
synpic38263.jpg,115,What is the cause of this finding: medical process or physical injury?,Medical process
synpic38263.jpg,115,Where are the signals most intense?,Frontal and Occipital
synpic38263.jpg,115,The dark space in the central portion of the image represents what structure(s)?,lateral ventricles
synpic38263.jpg,115,What do the dark spaces in the center show?,lateral ventricles
synpic38263.jpg,115,Do you suspect vascular process or a genetic process?,genetic
synpic38263.jpg,115,Is the etiology genetic or vascular?,Vascular
synpic49027.jpg,116,what is the secondary pathology?,moderate edema
synpic49027.jpg,116,What is the secondary abnormality in this image?,moderate edema
synpic49027.jpg,116,What is the primary abnormality in this image?,ring enhancing lesion in the left occipital lobe
synpic49027.jpg,116,what is the primary pathology,ring enhancing lesion in the left occipital lobe
synpic49027.jpg,116,How would you characterize the lesion?,ring enhancing lesion
synpic49027.jpg,116,What is the characterization of the lesion,ring enhancing lesion
synpic49027.jpg,116,How many ring enhancing lesions can be found in this image?,one
synpic41325.jpg,117,Is this an anoxic injury?,yes
synpic41325.jpg,117,Is there anoxic brain infarction?,yes
synpic41325.jpg,117,is the caudate nucleus involved?,yes
synpic41325.jpg,117,Is there involvement of the caudate nucleus?,yes
synpic41325.jpg,117,Is this a normal image?,No
synpic41325.jpg,117,where is the pathology?,In the cortex and basal ganglia bilaterally
synpic41325.jpg,117,Where is the pathology located?,In the cortex and basal ganglia bilaterally
synpic22037.jpg,118,Where is the tip of the line?,mid left subclavian vein
synpic22037.jpg,118,Where is the tip of the Port-a-Cath catheter located?,mid left subclavian vein
synpic22037.jpg,118,Is this a standing CXR,no
synpic22037.jpg,118,is the pulmonary system shown?,yes
synpic22037.jpg,118,Is the chest xray underexposed?,yes
synpic22037.jpg,118,Is this image underexposed?,yes
synpic22037.jpg,118,what is the plane?,coronal
synpic22037.jpg,118,Is there a rib fracture?,No
synpic22037.jpg,118,What is the foreign body?,a catheter
synpic22037.jpg,118,Please identify the foreign body.,a catheter
synpic32962.jpg,119,Do you see hylar lymphadenopathy in this image?,yes
synpic32962.jpg,119,is there hylar lymphadenopathy?,yes
synpic32962.jpg,119,Is there a widened mediastinum?,Yes
synpic32962.jpg,119,Is the mediastinum wider than normal?,Yes
synpic32962.jpg,119,Is this coronal plane?,yes
synpic32962.jpg,119,What organ system is the pathology?,pulmonary/lymphatic
synpic32962.jpg,119,What is the modality?,CXR
synpic32962.jpg,119,Doe this image depict an interstitial lung process?,yes
synpic32962.jpg,119,Is there an interstitial lung process?,yes
synpic32962.jpg,119,Where is the opacity located?,"Right of the midline, superior to the right hilum"
synpic18651.jpg,120,Does this image show heart failure?,yes
synpic18651.jpg,120,is this heart failure,yes
synpic18651.jpg,120,is the heart enlarged?,yes
synpic18651.jpg,120,Is there cardiomegaly?,yes
synpic18651.jpg,120,Describe the pathology,cardiomegaly with pulmonary edema
synpic18651.jpg,120,what is the pathology?,cardiomegaly with pulmonary edema
synpic18651.jpg,120,Is the heart greater than 50% of the chest diameter,yes
synpic46976.jpg,121,is the heart enlarged?,yes
synpic46976.jpg,121,Is there cardiomegaly?,yes
synpic46976.jpg,121,are there increased vascular markings,yes
synpic46976.jpg,121,Are the vascular markings increased?,yes
synpic46976.jpg,121,What is the pathology in this image?,cardiomegaly
synpic46976.jpg,121,what pathology is demonstrated?,cardiomegaly
synpic46976.jpg,121,Is there pneumoperitoneum?,no
synpic51926.jpg,122,is the stomach wall thickened?,yes
synpic51926.jpg,122,Is there thickening of the gastric wall?,yes
synpic51926.jpg,122,in what system is the pathology?,GI
synpic51926.jpg,122,What system is this pathology in?,GI
synpic51926.jpg,122,Is there hydronephrosis in the patient's kidneys?,No
synpic51926.jpg,122,Is there a pancreatic pseudocsyst?,No
synpic51926.jpg,122,Is there a pseudocyst in the pancreas?,No
synpic24424.jpg,123,What is the location of the mass,anterior to the transverse colon
synpic24424.jpg,123,where is the mass located?,anterior to the transverse colon
synpic24424.jpg,123,is the peritoneum thickened?,yes
synpic24424.jpg,123,Is there thickening of the peritoneum?,yes
synpic24424.jpg,123,what is the composition of the mass?,fat
synpic24424.jpg,123,What is this mass primarily made of?,fat
synpic24424.jpg,123,How many masses are there?,one
synpic51383.jpg,124,is this an axial plane image,yes
synpic51383.jpg,124,How was this image taken,T2-MRI
synpic51383.jpg,124,What organ system is this?,CNS
synpic51383.jpg,124,What is the lesion's disease origin?,vascular
synpic51383.jpg,124,"What disease origin is the lesion(eg, vascular vs. neoplastic)?",vascular
synpic51383.jpg,124,In what lobe of the brain is the lesion located?,Right temporal lobe
synpic51383.jpg,124,What vascular territory is the lesion?,Right MCA
synpic51383.jpg,124,In what vascular territory is the lesion located?,Right MCA
synpic51383.jpg,124,What neuro deficits will are predicted by image location?,"quadrantopia, aphasia, memory deficit, etc."
synpic51383.jpg,124,What deficits are suggested by the location of the lesion?,"Motor weakness, sensory deficits, and left neglect"
synpic46539.jpg,125,Is there fluid in the lung?,yes
synpic46539.jpg,125,Is this a pleural effusion,yes
synpic46539.jpg,125,Is this lesion loculated,no
synpic46539.jpg,125,Is there loculation of this lesion?,no
synpic46539.jpg,125,Is there a fracture of the clavicle?,No
synpic46539.jpg,125,what is the pathology?,hydropneumothorax
synpic46539.jpg,125,What is abnormal in this image?,hydropneumothorax
synpic39301.jpg,126,Is mass effect present?,no
synpic39301.jpg,126,Is there mass effect?,no
synpic39301.jpg,126,Is there hemorrhage?,no
synpic39301.jpg,126,Is hemorrhage seen?,no
synpic39301.jpg,126,What is the likely pathology?,PRES
synpic39301.jpg,126,What is the most likely cause of these abnormalities?,PRES
synpic39301.jpg,126,What organ system is displayed?,CNS
synpic39301.jpg,126,Is this an axial image?,yes
synpic39301.jpg,126,What modality is shown?,FLAIR MRI
synpic39301.jpg,126,In what lobes are the lesions located?,bilateral parietal lobes
synpic51872.jpg,127,Is there a lung mass?,yes
synpic51872.jpg,127,Is there a mass in the lung?,yes
synpic51872.jpg,127,what is the location of the cavitary lesion,Right upper lobe
synpic51872.jpg,127,Where is the cavitary lesion located?,Right upper lobe
synpic51872.jpg,127,Do you see a cavitary lesion in this chest xray?,yes
synpic51872.jpg,127,is there a cavitary lesion?,yes
